Name,Mobile Number,Review Count,Rating,Catagory,Address,Website,Email Id,PlusCode,Closing Hours,latitude,latitude,Instagram Profile,Facebook Profile,Linkedin Profile,Twitter Profile,Image Name,Images Folder
Parking - EID,554445193,4 reviews,5.0,Parking lot in Dubai,35RQ+H66 - Al Barsha - Dubai,,,,,25.1072676,55.1649427,,,,,Parking-EID.png,C:\ProgramData\GMAPExtractor\temp\88730751-aad3-4bfd-912b-2a25c70c1d86
13Th St Parking,,3 reviews,4.7,Parking lot in Dubai,13Th St - Dubai,,,,,25.096847399999998,55.1545329,,,,,13th_St_Parking.png,C:\ProgramData\GMAPExtractor\temp\00665580-b1b4-4b15-b075-80e4baf1c9c4
Unique Parking Rental,,4 reviews,3.5,Parking lot in Dubai,67JJ+4XG - Al Satwa - Dubai,,,,,25.091403699999997,55.1880288,,,,,unique_parking_rental.png,C:\ProgramData\GMAPExtractor\temp\cff3202d-522e-4e08-8d57-47d9bf2ca797
"TSC Parking 2B & 3A (cluster 2, villas 46-90 & cluster 3, villas 1-45)",,11 reviews,4.4,Parking lot in Dubai,27JH+P8P - Unnamed Road - The Sustainable City - Dubai,,,,,25.219244699999997,55.288647999999995,,,,,TSC_Parking_2B_3A_Cluster2_Villas46-90_Cluster3_Villas1-45.png,C:\ProgramData\GMAPExtractor\temp\6edb0a0d-4718-45a5-971c-1e7973c10177
Mulberry 1 B2 basement parking,,,,,465W+8R4 - Dubai,,,,,25.1038364,55.205123400000005,,,,,Mulberry_1_B2_basement_parking.png,
Aquaventure waterpark - Parking (+shuttle),,21 reviews,4.5,Parking lot in Dubai,44G7+R9 - The Palm Jumeirah - Dubai,,,,,25.2303191,55.282456499999995,,,,,Aquaventure_waterpark_Parking_shuttle.png,C:\ProgramData\GMAPExtractor\temp\0a8e3295-2702-4e6e-9197-b4e992a55557
Spinneys 92 - Parking A,,1 review,5.0,Parking lot in Dubai,26WQ+2V5 - Motor City - Dubai,,,,,25.0318422,55.2783417,,,,,Spinneys92_ParkingA.png,
Mulberry 2 B2 basement parking,,,,,465X+WH9 - Mulberry - Dubai hills - Dubai,,,,,25.2647801,55.2902322,,,,,mulberry_2_b2_basement_parking.png,
Multi Storey Car park,,5 reviews,4.6,Parking lot in Dubai,D84 - Dubai,,,,,25.1080762,55.2473916,,,,,multi_storey_car_park.png,C:\ProgramData\GMAPExtractor\temp\a72ba53a-db3f-4b4d-bef0-8ae582a647d4
Za'abeel Plaza Parking,43893999,24 reviews,3.9,Parking lot in Dubai,Trade Centre - Trade Centre 2 - Dubai,http://www.dwtc.com/,,,,25.2240197,55.2894648,,,,,Zaabeel_Plaza_Parking.png,C:\ProgramData\GMAPExtractor\temp\bfbf66ba-af3f-4104-854b-f5ea2d17b22d
Car Park Building,,,,,35W4+4FJ - Al Sufouh - Al Sufouh 2 - Dubai,,,,,25.095367900000003,55.1561794,,,,,car_park_building.png,C:\ProgramData\GMAPExtractor\temp\cfcf2997-0175-472e-a556-36eafd0aea44
Parking Farid Car,552449552,2 reviews,4.5,Parking lot in Dubai,776X+63W - Al Fahidi - Dubai,,,,,25.2606289,55.297695399999995,,,,,parking_farid_car.png,C:\ProgramData\GMAPExtractor\temp\33382539-87b8-45d6-b381-e8a46a8d5d77
Parking Lot,,,,,Al Barsha Boutique Building - Al Barsha - Al Barsha 1 - Dubai,,,,,25.1072998,55.197646399999996,,,,,parking_lot.png,C:\ProgramData\GMAPExtractor\temp\76f1add3-0d36-4f05-8d76-64dfd1056706
Racecourse Parking Lot,,8 reviews,3.4,Parking lot in Dubai,35PM+GGQ - Jebel Ali Race Course Rd - Dubai,,,,,25.086349499999997,55.1838541,,,,,racecourse_parking_lot.png,
Cluster V Parking,,1 review,4.0,Parking lot in Dubai,35H2+497 - Cluster V - Jumeirah Lake Towers - Dubai,,,,,25.07779,55.1509323,,,,,ClusterV_Parking.png,C:\ProgramData\GMAPExtractor\temp\b01f2acb-4584-4047-9ae3-57d2e3b10c5f
Parking Area,,,,,68P5+4JV - Oud Metha - Dubai,,,,,25.1115966,55.1843614,,,,,parking_area.png,C:\ProgramData\GMAPExtractor\temp\8d3385a2-cab0-4111-8b23-e1ca1b82a293
Rta Parking,,,,,348P+7VM - Jumeirah Lake Towers - Dubai,,,,,25.2354113,55.3090334,,,,,rta_parking.png,C:\ProgramData\GMAPExtractor\temp\19dfde86-1c09-4578-bb3c-2224f1eb0647
FREE PARKING AREA,,1 review,5.0,Parking lot in Dubai,78R6+QHP - Dubai Islands - Front - Dubai,,,,,25.065718399999998,55.137161199999994,,,,,free_parking_area.png,C:\ProgramData\GMAPExtractor\temp\921be233-1dfc-419f-8148-506459f3f572
SYED Valet parking service,508815135,7 reviews,4.7,Valet parking service in Dubai,Alqoz 2 - Dubai,https://wa.me/message/V64FWS4VPVA5K1,,,,25.077943899999998,55.1542294,https://www.instagram.com/ab_e667,,,,SYED_Valet_Parking_Service.png,C:\ProgramData\GMAPExtractor\temp\12119157-94fa-4631-9f79-6eee84c6e375
Al Saada parking WTC pick-up point,,6 reviews,4.3,Free parking lot in Dubai,679Q+HGM - 13Th St - Za'abeel - Za'abeel 2 - Dubai,,,,,25.218960499999998,55.2887858,,,,,Al_Saada_parking_WTC_pick-up_point.png,C:\ProgramData\GMAPExtractor\temp\5857be0e-0d60-4b83-9b76-17c9777b0158
DMCC alot parking,,1 review,3.0,Parking lot in Dubai,35G2+997 - First Al Khail St - Dubai,,,,,25.0759002,55.1509175,,,,,DMCC_alot_parking.png,C:\ProgramData\GMAPExtractor\temp\bbd41f79-9d57-4696-96f9-c36702e64e30
D-PARKING-ZONE 318D,,3 reviews,4.7,Parking lot in Dubai,68V3+H95 - Al Karama - Dubai,,,,,25.243899499999998,55.3034697,,,,,D-PARKING-ZONE_318D.png,C:\ProgramData\GMAPExtractor\temp\869fe22f-93b4-40f3-a832-86fd289d41ad
Parking A - Global Village,,6 reviews,4.7,Parking lot in Dubai,3892+RCQ - Dubai,,,,,25.0695969,55.301099699999995,,,,,parking_a_global_village.png,C:\ProgramData\GMAPExtractor\temp\e1586e9f-bb8b-41ae-9310-ab46c0ce0bc8
Monalisa parking lot,,4 reviews,4.0,Parking lot in Dubai,48 25C St - Al Souq Al Kabeer - Dubai,,,,,25.2616555,55.2967607,,,,,monalisa_parking_lot.png,C:\ProgramData\GMAPExtractor\temp\77e0917f-6aa0-44ca-b38a-aaeba0b1cb8a
Car Parking Area,,,,,Al Wadi Building - Wan Group - Office No. 101 - 1/F Sheikh Zayed Rd - Dubai,,,,,25.2006521,55.2665922,,,,,car_parking_area.png,C:\ProgramData\GMAPExtractor\temp\47babbe5-f9e6-4755-9e65-574370362d58
Yalla parking criss,,,,,26VX+3J - Dubai Studio City - Dubai,,,,,25.0426364,55.2490986,,,,,yalla_parking_criss.png,C:\ProgramData\GMAPExtractor\temp\fdef5ff7-4ce2-44cd-aea9-f84290f8c61e
Maze Parking Lot,,3 reviews,3.0,Parking lot in Dubai,678J+32M - Trade Centre - DIFC - Dubai,,,,,25.215220799999997,55.2800381,,,,,maze_parking_lot.png,C:\ProgramData\GMAPExtractor\temp\826e914d-0013-4df8-87b7-92de427b3347
parking,,1 review,5.0,Parking lot in Dubai,777R+JHC - Al Fahidi - Dubai,,,,,25.2640514,55.291376,,,,,parking.png,C:\ProgramData\GMAPExtractor\temp\6afd78c8-f5ff-40cc-afd3-973c3888b988
CAR PARK-ZONE D,,3 reviews,3.0,Parking lot in Dubai,564H+MXJ - Al Quoz - Dubai,,,,,25.0807413,55.151561,,,,,CAR_PARK-ZONE_D.png,C:\ProgramData\GMAPExtractor\temp\0783db4c-d872-40b5-8507-2efedb24b391
Karama Parking,,4 reviews,3.8,Parking lot in Dubai,68W6+XCF - 26th St - Al Karama - Dubai,,,,,25.124998899999998,55.2033595,,,,,Karama_Parking.png,C:\ProgramData\GMAPExtractor\temp\edc0a7c5-bf2f-4bef-8c4e-5c3cfdd795ad
Dubai International Academy - Parking,,20 reviews,3.6,Parking lot in Dubai,35HH+8QJ - Emirates Hills - Dubai,,,,,25.0941704,55.1662226,,,,,Dubai_International_Academy_Parking.png,C:\ProgramData\GMAPExtractor\temp\5a5898c6-25b7-43d2-8b4b-223d6b3ab4d5
Splendid Valet Parking Services LLC,564444820,7 reviews,5.0,Valet parking service in Dubai,Yes Business Tower - Al Barsha - Dubai,https://splendidsvp.com/,,,,25.1567012,55.2299035,,,,,splendid_valet_parking_services_llc.png,C:\ProgramData\GMAPExtractor\temp\3152e48b-aebf-4494-ab71-dec629b9662d
Al Falak St Parking,42844444,,,,35W7+34V - Al Falak St - Al Sufouh - Al Sufouh 2 - Dubai,,,,,25.2474422,55.3110552,,,,,Al_Falak_St_Parking.png,C:\ProgramData\GMAPExtractor\temp\f59442ee-90ec-4d11-a504-3c7c563c915f
Al Barsha Traffic Department parking,,23 reviews,3.8,Parking lot in Dubai,773 Sheikh Zayed Rd - Al Quoz - Al Quoz Industrial Area 3 - Dubai,,,,,25.246521899999998,55.3042102,,,,,Al_Barsha_Traffic_Department_parking.png,C:\ProgramData\GMAPExtractor\temp\a8ad90a8-b4ee-4766-9860-c689c0bacc00
RTA parking D Zone (318D),,1 review,5.0,Parking lot in Dubai,Al Mana Bldg - near Bur Dubai Taxi Stand - Al Karama - Dubai,,,,,25.1233616,55.2054322,,,,,RTA_parking_D_Zone_318D.png,C:\ProgramData\GMAPExtractor\temp\192b84bc-3dfa-483f-859b-2137f01b356e
Multi level parking,,8 reviews,4.5,Parking lot in Dubai,23 18th St - Deira - Al Rigga - Dubai,,,,,25.248797699999997,55.303869899999995,,,,,multi_level_parking.png,C:\ProgramData\GMAPExtractor\temp\b15ef46d-3861-48f4-8046-a84ee33319fd
2 2nd St Parking,,1 review,5.0,Parking lot in Dubai,2 2nd St - Deira - Dubai,,,,,25.2676369,55.3071549,,,,,2ndStParking.png,C:\ProgramData\GMAPExtractor\temp\598ef349-2141-4c67-b531-4da473b3f5ae
RTA PARKING ZONE-364C,,2 reviews,4.5,Parking lot in Dubai,562G+FVV - Al Quoz - Dubai,,,,,25.2777827,55.307162899999994,,,,,RTA_PARKING_ZONE-364C.png,C:\ProgramData\GMAPExtractor\temp\70e42675-3b8d-4436-a2bb-ee4f2926ea72
Parc Fermé M.E.,48841116,,,Storage facility in Dubai,Crown Compound - 26th St - Al Quoz - Al Quoz Industrial Area 4 - Dubai,http://parcferme.me/,,,Monday 9 AM–7 PM Tuesday 9 AM–7 PM Wednesday 9 AM–7 PM Thursday 9 AM–7 PM Friday 9 AM–7 PM Saturday 9 AM–1 PM Sunday Closed,25.151246399999998,55.227173699999994,https://www.instagram.com/parcfermehq/,https://www.facebook.com/ParcFerme.ME/,,,Parc_Fermé_M.E..png,C:\ProgramData\GMAPExtractor\temp\1bc3911e-9781-4b23-ac0f-9e5665c56718
Parking garage gold souk,,29 reviews,3.7,Parking lot in Dubai,778W+VQV - St - Deira - Al Souq Al Kabeer - Dubai,,,,,25.107309599999997,55.23053230000001,,,,,parking_garage_gold_souk.png,C:\ProgramData\GMAPExtractor\temp\4544faa3-5872-4fcf-8864-35b3a7a23e3b
Car print,,,,,16 9B Street - Al Quoz - Dubai,,,,,25.092299999999998,55.1596706,,,,,car_print.png,
MOHAMMAD ZAHIR CAR PARK,558320027,2 reviews,3.0,Parking lot in Dubai,Bur Dubai - 11 10B St - Al Mankhool - Dubai,,,,,25.2672499,55.296932,,,,,mohammad_zahir_car_park.png,C:\ProgramData\GMAPExtractor\temp\8c765b43-36aa-47d6-958d-2be04fb86b8c
Community Park-Parking Lot,,1 review,5.0,Parking lot in Dubai,1 57A St - Al Jaffiliya - Dubai,,,,,25.2535939,55.2889741,,,,,CommunityPark_ParkingLot.png,C:\ProgramData\GMAPExtractor\temp\bf01692a-5bca-4379-8648-85d04cb17b08
Mohammad Alblgoshi Car Parking LLC,508415196,3 reviews,3.7,Parking lot in Dubai,13 Street 12A - Naif - Dubai,,,,,25.124753,55.2018832,,,,,mohammad_alblgoshi_car_parking_llc.png,C:\ProgramData\GMAPExtractor\temp\6ca62785-90ac-423e-bdd7-6f0378146d6f
Neighbourhood Food Hall Overflow Parking (NFH Overflow Parking),558569696,1 review,5.0,Public parking space in Dubai,"Detroit Rd - opposite Green Community, Motor city - Motor City - Dubai",http://www.neighbourhoodfoodhall.com/,,,,25.1259451,55.1984359,,,,,NFH_Overflow_Parking.png,C:\ProgramData\GMAPExtractor\temp\c32508eb-10b9-4942-b013-9b77ada90e51
Car Parkig,,2 reviews,5.0,Parking lot in Dubai,21 30c St - Deira - Al Sabkha - Dubai,,,,,25.1457905,55.2319441,,,,,Car_Parking.png,C:\ProgramData\GMAPExtractor\temp\ff190f9d-2818-4564-a500-e69284d1994a
Rose Dr Parking,48852222,2 reviews,5.0,Parking lot in Dubai,2537+HCC Rose Dr - Green Community Village - Dubai,,,,,25.2537962,55.296492699999995,,,,,Rose_Dr_Parking.png,C:\ProgramData\GMAPExtractor\temp\9a270213-1c28-44b5-840f-21406be94aab
Parking Near Blue Tower,,1 review,5.0,Parking lot in Dubai,67FJ+46W - Unnamed Road Dubai - Dubai,,,,,25.1277451,55.1958493,,,,,parking_near_blue_tower.png,C:\ProgramData\GMAPExtractor\temp\48c98d58-e201-49cc-a3d0-40994c5bea23
Mazaya Parking Area,,4 reviews,3.8,Parking lot in Dubai,4207 First Al Khail St - Jumeirah Lake Towers - Dubai,,,,,25.2228654,55.2805846,,,,,mazaya_parking_area.png,C:\ProgramData\GMAPExtractor\temp\c1e8da0f-1d92-4fc4-b841-3d51538177f3
RTA D Parking(Zone 373D),,,,,455X+H44 - Al Barsha - Al Barsha 1 - Dubai,,,,,25.0680706,55.1454818,,,,,RTA_D_Parking_Zone_373D.png,C:\ProgramData\GMAPExtractor\temp\6e206369-097f-48f6-a4a6-d17feba4afee
Al A'Amal St Parking,,6 reviews,3.7,Parking lot in Dubai,57R8+3R5 - Al A'amal St - Business Bay - Dubai,,,,,25.1091597,55.1983749,,,,,Al_AAmal_St_Parking.png,C:\ProgramData\GMAPExtractor\temp\9ee23e6a-0d25-438c-ad28-545a144f28c6
Monorail Parking Building entrance,,114 reviews,4.3,Parking garage in Dubai,11 King Salman Bin Abdulaziz Al Saud St - Al Sufouh - Dubai,https://www.palmmonorail.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,,,,25.190139499999997,55.267103199999994,,,,,monorail_parking_building_entrance.png,C:\ProgramData\GMAPExtractor\temp\4956e85e-e7bb-4e04-8a4f-5458acf1539f
Secure Parking M-Square,,1 review,3.0,Parking lot in Dubai,Obaidullah Building - 11B St - Al Mankhool - Dubai,https://secureparkinguae.com/,,,,25.1007204,55.155622199999996,,,,,secure_parking_m_square.png,C:\ProgramData\GMAPExtractor\temp\a67273af-e850-45b9-b18f-ad8f234df8cd
RTA Paid Car Parking,,3 reviews,3.0,Parking lot in Dubai,68X6+2FX - Al Karama - Dubai,,,,,25.2502222,55.299944399999994,,,,,RTA_Paid_Car_Parking.png,C:\ProgramData\GMAPExtractor\temp\a23a3ac1-25f6-4bc3-bd9a-f127a3abd6aa
Taxi Parking,,45 reviews,4.0,Parking lot in Dubai,Global Village القرية العالمية - Dubai,https://globalvillage.ae/,,,,25.1261078,55.2052762,,,,,taxi_parking.png,C:\ProgramData\GMAPExtractor\temp\841a7c25-2096-4726-b495-bc89ce64aa6f
Secure Parking Onyx Tower,,,,,35W9+MW2 - 1st St - The Greens - Dubai,https://secureparkinguae.com/,,,,25.1267489,55.1972789,,,,,secure_parking_onyx_tower.png,C:\ProgramData\GMAPExtractor\temp\a090e6d6-5e73-49ea-b951-a13a73c8731a
Ramada Public Paid Parking,,2 reviews,4.5,Parking lot in Dubai,38 2B St - Al Hudaiba - Dubai,,,,,25.247607799999997,55.311237899999995,,,,,Ramada_Public_Paid_Parking.png,C:\ProgramData\GMAPExtractor\temp\d3fb9e3c-8078-4c74-a0de-5468c2a45c17
RTA Car parking,506263251,,,,19 3B St - Al Karama - Dubai,,,,,25.0726603,55.306740700000006,,,,,RTA_Car_parking.png,C:\ProgramData\GMAPExtractor\temp\b84f0a15-1438-46ca-a622-9bf7b5822071
Al Mustaqbal St Garage,600541006,2 reviews,3.0,Parking lot in Dubai,677J+CHV - Al Mustaqbal St - Trade Centre - DIFC - Dubai,,,,,25.096638199999997,55.1697742,,,,,Al_Mustaqbal_St_Garage.png,C:\ProgramData\GMAPExtractor\temp\ddf65e6a-4b3b-40df-9070-c30146b469bb
318D PARKING,,1 review,4.0,Parking lot in Dubai,68R2+XH9 - Al Karama - Dubai,,,,,25.2424023,55.301470599999995,,,,,318D_PARKING.png,C:\ProgramData\GMAPExtractor\temp\3ced94b8-99da-40f7-b446-7e47bf6d530a
Vida Residence - Residents Bsment Parking,,,,,35H5+M92 - Al Naseem St - Emirates Hills 2 - Dubai,,,,,25.0791273,55.158400900000004,,,,,Vida_Residence_Residents_Bsment_Parking.png,C:\ProgramData\GMAPExtractor\temp\cf963ee9-de30-49b8-a8a5-a1f8382c87d0
Al Bourooj St Parking,,,,,4536+24H - Al Bourooj St - Al Sufouh - Al Sufouh 2 - Dubai,,,,,25.116134199999998,55.1369983,,,,,Al_Bourooj_St_Parking.png,C:\ProgramData\GMAPExtractor\temp\3715f034-34f3-4b82-a54c-d538a24d957d
Samarra Car Parking,507923917,4 reviews,4.3,Valet parking service in Dubai,Al Satwa - Dubai,,,,,25.102570099999998,55.160360399999995,,,,,samarra_car_parking.png,C:\ProgramData\GMAPExtractor\temp\2e617c1b-c4f6-4e08-9ccb-ce1f4cb7e3ab
WJ Groundwater Parking,,1 review,5.0,Free parking lot in Dubai,Dubai Investment Park - 1 - Dubai,,,,,25.2299687,55.2702531,,,,,WJ_Groundwater_Parking.png,
Car parking place,,2 reviews,4.0,Public parking space in Dubai,9b Al Maktoum Rd - Deira - Al Rigga - Dubai,,,,,25.0039081,55.1531312,,,,,car_parking_place.png,C:\ProgramData\GMAPExtractor\temp\2f290dbd-085b-4aab-9aa9-a7f3cbf1be54
Al Wasl Car Parking Rental,,9 reviews,4.1,Parking lot in Dubai,Al Barsha 1 - Dubai,,,,,25.0875158,55.1535934,,,,,Al_Wasl_Car_Parking_Rental.png,C:\ProgramData\GMAPExtractor\temp\2d81819b-b40b-46bc-a339-8058ce25af78
Car Parking. ( RTA - 317D),,2 reviews,4.0,Parking lot in Dubai,7 16A St - Al Raffa - Dubai,,,,,25.2674621,55.308749,,,,,Car_Parking_RTA-317D.png,C:\ProgramData\GMAPExtractor\temp\21e5b8af-61c2-43ab-8cf0-6b64490120de
Parking lot 10 aed/hr,,5 reviews,1.4,Parking lot in Dubai,11 52nd St - Al Fahidi - Dubai,,,,,25.1028675,55.170939600000004,,,,,parking_lot_10_aed_hr.png,C:\ProgramData\GMAPExtractor\temp\40733a9f-863c-41bd-b163-1a0f3ab795c9
Bike parking lot,,,,,4549+GM3 - Abdullah Omran Taryam St - Al Sufouh - Dubai Internet City - Dubai,,,,,25.115598,55.2038831,,,,,bike_parking_lot.png,C:\ProgramData\GMAPExtractor\temp\7fa26c63-3959-4e65-89fd-6127d525c0bd
Paid Car Parking,,2 reviews,5.0,Public parking space in Dubai,132 Khalid Bin Al Waleed Rd - Al Hamriya - Dubai,,,,,25.2627207,55.294198800000004,,,,,paid_car_parking.png,C:\ProgramData\GMAPExtractor\temp\b6a1c102-4007-4c0e-92f7-330fb51d7279
Street 4 Parking,,,,,24VQ+9JX - Street 4 - Jebel Ali Village - Discovery Gardens - Dubai,,,,,25.0716881,55.144549999999995,,,,,street_4_parking.png,
RTA 'D' Parking - Choitrams,,1 review,4.0,Parking lot in Dubai,17 8A St - Al Karama - Dubai,,,,,25.1783438,55.2468371,,,,,RTA_D_Parking_Choitrams.png,C:\ProgramData\GMAPExtractor\temp\003f0727-1083-47e6-8556-45bd194eec64
C Sustainability Public Car Parking,,8 reviews,4.4,Parking lot in Dubai,X523+PPP - Dubai,,,,,24.9518383,55.1543157,,,,,C_Sustainability_Public_Car_Parking.png,C:\ProgramData\GMAPExtractor\temp\c4a002ee-8cf8-4bb9-8aa2-043a7dcbd840
Taxi only Parking (Burj Al Arab & Wild Wadi),,1 review,5.0,Free parking lot in Dubai,45QQ+CPC - Wild Wadi Service Rd - Umm Suqeim - Umm Suqeim 3 - Dubai,,,,,25.1385541,55.1892669,,,,,TaxiOnlyParking_BurjAlArab_WildWadi.png,C:\ProgramData\GMAPExtractor\temp\97060c57-a4f0-41af-a9e7-7f42563321a0
University Of Wollongong Parking Entrance,,7 reviews,4.9,Parking lot in Dubai,Block 9 - Al Sufouh - Dubai Knowledge Park - Dubai,,,,,25.101129000000004,55.162125599999996,,,,,University_Of_Wollongong_Parking_Entrance.png,C:\ProgramData\GMAPExtractor\temp\a20d52ff-a303-44f4-9621-d376d17f1a45
Discovery Gardens Building 158 Parking 01,,,,,24QX+866 - Jebel Ali Village - Discovery Gardens - Dubai,,,,,25.038298899999997,55.1480173,,,,,Discovery_Gardens_Building_158_Parking_01.png,
RTA D Parking,,1 review,4.0,Public parking space in Dubai,62 31B Street - Al Karama - Dubai,,,,,25.241741299999997,55.3050371,,,,,RTA_D_Parking.png,C:\ProgramData\GMAPExtractor\temp\c92e3ef0-6197-4c60-a2c6-1012281c71eb
Parking 368D,,,,,"Gold and Diamond Park, Building 7 - Rm. 106 - Dubai",,,,,25.1246741,55.2085522,,,,,Parking_368D.png,C:\ProgramData\GMAPExtractor\temp\66f02cc3-c972-4fcf-90b7-118cceb3a08c
17 50 B St Parking,42844444,2 reviews,2.5,Parking lot in Dubai,17 50B St - Al Fahidi - Dubai,,,,,25.261877199999997,55.296780299999995,,,,,17_50_B_St_Parking.png,C:\ProgramData\GMAPExtractor\temp\7f9fdba8-076d-4d50-bd68-2ef3f5a4c0ba
On the Spot Parking,,3 reviews,2.0,Parking lot in Dubai,28 41st St - Al Fahidi - Dubai,,,,,25.2592665,55.2975141,,,,,OnTheSpotParking.png,C:\ProgramData\GMAPExtractor\temp\8c3a1832-9331-48b9-b224-c7bcbbbda4ef
RTA C parking,,2 reviews,4.5,Parking lot in Dubai,56 33B St - Al Karama - Dubai,,,,,25.2014583,55.2718815,,,,,RTA_C_parking.png,C:\ProgramData\GMAPExtractor\temp\b6b3ac8c-114b-46cf-8078-db30407bb227
RTA C Parking,524626187,1 review,5.0,Parking lot in Dubai,62 18B St - Al Karama - Dubai,,,,,25.241350999999998,55.3044771,,,,,RTA_C_Parking.png,C:\ProgramData\GMAPExtractor\temp\301f4216-8db2-41fa-a9b9-1df068994b6e
Al Ghazal Car Parking,504409435,1 review,1.0,Public parking space in Dubai,15 34th St - Al Fahidi - Dubai,,,,,25.2405944,55.3040798,,,,,Al_Ghazal_Car_Parking.png,C:\ProgramData\GMAPExtractor\temp\44acc87f-a7a8-42f2-9501-5b5cac7e4322
Car Park Rental - Tariq Khamis,557066100,5 reviews,2.6,Parking lot in Dubai,7 38a St - Deira - Dubai,,,,,25.263690699999998,55.293704299999995,,,,,car_park_rental_tariq_khamis.png,C:\ProgramData\GMAPExtractor\temp\fe7e497f-89c8-46d8-a5c8-ba06a9b8ad3c
Top Golf Parking,,11 reviews,4.8,Parking lot in Dubai,35J6+M97 - Unnamed Road - Emirates Hills 2 - Dubai,,,,,25.2664527,55.294733699999995,,,,,Top_Golf_Parking.png,C:\ProgramData\GMAPExtractor\temp\48ddcf6f-aced-4478-9fdf-dbca71f68dc1
16th St Parking,,,,,776Q+MFX - 16th St - Al Fahidi - Dubai,,,,,25.2697644,55.3068193,,,,,16th_St_Parking.png,C:\ProgramData\GMAPExtractor\temp\18c81e65-10bd-42eb-9a6b-abeafd675bb7
RTA parking,,2 reviews,3.0,Public parking space in Dubai,78H4+2VH - Deira - Al Murar - Dubai,,,,,25.277559,55.3072239,,,,,RTA_parking.png,C:\ProgramData\GMAPExtractor\temp\97d09d4a-4d7e-4ed9-858c-837865d49628
RTA PARKING AREA ZONE-364D,,,,,564H+PX2 - Al Quoz - Dubai,,,,,25.1567617,55.22990120000001,,,,,RTA_PARKING_AREA_ZONE-364D.png,C:\ProgramData\GMAPExtractor\temp\76c007f0-9903-450f-825b-bfae1f5a51a2
319D parking,46051414,1 review,5.0,Parking lot in Dubai,156 4th St - Oud Metha - Dubai,,,,,25.2348222,55.3086008,,,,,319D_parking.png,C:\ProgramData\GMAPExtractor\temp\8beacbfc-2bd6-45fa-994b-9678c94273e3
Al Satwa Parking,,12 reviews,4.0,Parking lot in Dubai,222 Al Satwa Rd - Dubai,,,,,25.231594599999998,55.2766984,,,,,Al_Satwa_Parking.png,C:\ProgramData\GMAPExtractor\temp\8f54d13a-8348-450c-8b85-4ba2e503b3bd
Entrance to the Parking for Honeywell Employees and Visitors,,1 review,5.0,Parking lot in Dubai,35W9+7CG - Unnamed Road - Dubai,,,,,25.2662482,55.2955044,,,,,Entrance_Parking_Honeywell.png,C:\ProgramData\GMAPExtractor\temp\eb6a0b84-6f4b-4474-a254-abcfebf90e1f
Bike parking,,,,,24XM+PC8 - Jebel Ali Village - Discovery Gardens - Dubai,,,,,25.2384575,55.3034069,,,,,bike_parking.png,
Free bikes parking space,,,,,456W+86F - Al Barsha - Al Barsha 1 - Dubai,,,,,25.2661645,55.294643099999995,,,,,free_bikes_parking_space.png,
Valtrans Transportation Systems and Services,80082587267,490 reviews,4.6,Valet parking service in Dubai,"FLOOR 27, SUITE 2701 HDS TOWER JUMEIRAH LAKE TOWER - Sheikh Zayed Rd - Dubai",http://www.valtrans.com/,,,,25.0956804,55.168589499999996,,https://www.facebook.com/valtrans/,https://www.linkedin.com/company/valtrans-transportation-systems-&-services,,Valtrans_Transportation_Systems_and_Services.png,C:\ProgramData\GMAPExtractor\temp\5152bf5d-131d-4722-b91c-7a471c73bdbc
C Public Car Parking,,,,,X587+78W - Dubai,,,,,25.0491574,55.1334963,,,,,C_Public_Car_Parking.png,C:\ProgramData\GMAPExtractor\temp\4ff1ed28-779e-410d-91ce-70608d90881c
Jumeirah Golf Estate Parking,,3 reviews,4.3,Parking lot in Dubai,25CX+PM8 - Unnamed Road - Dubai - Dubai,,,,,25.2666991,55.2930861,,,,,Jumeirah_Golf_Estate_Parking.png,C:\ProgramData\GMAPExtractor\temp\4bb1a7e5-325e-4f37-bf2d-1900006ee24d
Private Parking (paid),,,,,238 Naif Rd - Naif - Dubai,,,,,25.2755725,55.312255099999994,,,,,private_parking_paid.png,C:\ProgramData\GMAPExtractor\temp\7e7de07e-e2c9-4909-99b6-8dc74ad71ead
MANGO parking,,,,,25QP+6H4 - Dubai Production City - Dubai,,,,,25.2345071,55.310491899999995,,,,,MANGO_parking.png,C:\ProgramData\GMAPExtractor\temp\67f421f8-77ef-458a-b3dc-e2dc8f52188e
kalam sk,,,,,Zee Tower - Al Sufouh - Al Sufouh 2 - Dubai,,,,,25.03801,55.186456,,,,,kalam_sk.png,C:\ProgramData\GMAPExtractor\temp\72db7c59-f16d-40a1-bf7d-fde6eacac974
Bike parking UP,,,,,26WH+8P9 - Motor City - Business Park Motor City - Dubai,,,,,25.1018682,55.1678528,,,,,Bike_parking_UP.png,C:\ProgramData\GMAPExtractor\temp\cf7c53e6-865e-4e3c-961a-6d322f78d12b
RTA Parking Entrance (basment level),,,,,Dubai Media City Car Park - Al Sufouh - Dubai Media City - Dubai,,,,,25.2751387,55.300469199999995,,,,,RTA_Parking_Entrance_basement_level.png,
Nawroz sayed car parking llc,555056533,,,,18 11B Street - Deira - Al Ras - Dubai,,,,,25.045783500000002,55.2293448,,,,,nawroz_sayed_car_parking_llc.png,C:\ProgramData\GMAPExtractor\temp\1f76655f-519c-4c57-9666-e57485908d15
